Review,Avg Entity Sentiment,Actual,Predicted
"After the pandemic staff seem hard to come by. Reception was very busy, concierge helpful but mostly unstaffed in the evenings, breakfast not as good as pre pandemic. But as always we were so pleased to be staying here, near Chinatown with loads of different places to eat, very nearMRT, easy to catch cabs. We have stayed here often and will certainly go back again.",0.4875000072643161,1,1
Great stay. Raymond at the reception was very helpful. Very convenient location to financial district - literally one can walk down. Also there’s a mall right next block which is helpful. Many restaurants around too.,0.6444444457689921,1,1
Amara is the most convenient place to stay. It is right next to 100am which has the very nice Japanese restaurants and Don Don Donki. More importantly amara have the best staff. They are all so helpful and super nice. Raymond took good care of me and is one of the nicest person I’ve met!,0.699999988079071,1,1
"We booked a room to spend our wedding night after dinner at a nearby Peranakan restaurant (The Blue Ginger). The staff were very kind and helped us to have a wonderful stay. They assisted us with early check-in and collection of our wedding attire. We were pleasantly surprised that they extended our stay as well! Room was very spacious, clean and warmly lit, yet cosy. We had a nice view of the surroundings. Breakfast was decent. Special thanks once again to Raymond and his team for making the arrangements for us.",0.4526315829471538,1,1
"Booked a night's stay to celebrate my partner's birthday. Off to a rocky start, check in was slow, and got allocated to a room for people that has accessible needs and definitely did not look like the premier executive room I booked for. I have seen reviews that the rooms are dated - do book for the premier executive rooms as those are newly refurbished. Good thing, they managed to find another room for us. No explanation about breakfast location/inclusions or wifi details etc. that usually will be mentioned upon check in. I wanted to surprise my partner at midnight by asking if they could help to send up a cake (which I was willing to purchase myself), but was told that room service closes at 9:30pm. I'm guessing this meant they didn't have 24 hours room service? Breakfast",-0.02916666865348816,0,2
"Nice hotel room was comfortable and clean, nice bath to soak the restaurants I tried where fantastic and the bar deserves the awards it has only let down was the water pressure which seemed low Other that will definitely stay again when in Singapore",0.6625000014901161,1,1
"The location is good. Not far from the CBD and Tanjong Pagar Station. The hotel rooms are clean but ageing, phones cut in and out, tile stains, toilet leaking, paint and furniture dings, lift maintenance average etc. No one ever answers the phone at reception. If you want to speak to someone you need to go to reception personally, even at quieter times. Housekeeping dont answer the phone. Was treated like an idiot when ordering room service as the item was no longer served. Reason was QR code hadn't been changed in the room for room service, sorry I should have known?",-0.2592592647782079,0,0
I booked a stay at Amara Singapore for 3D2N and than extended it for another night. Great hotel with Helpful and friendly management. Raymond and Oonah was a great help as my room door had some issues with our room door and Raymond came down to help and resolved our issue. Oonah was also very understanding and helpful when I extended another night as there was some complications thru the app when I extended my stay. Definitely recommended and will come back again!,0.5533333281675975,1,1
"An extremely dated hotel. Pillows were flat - shows how long the pillows have not been changed,. There was a crack in the wall in my room. The hot water in the shower wasn’t working well too - but was fixed after I made a complaint. The front desk staff were very helpful and nice though. Breakfast is nothing great but good enough for a quick one in the morn before heading out. Location of the mall is the only good point about this hotel. It is just next to 100am mall. Eateries are everywhere - including opposite where Tanjong Pagar plaza is. If you walk further down past Carlton City hotel, there are tons of Korean and Japanese eateries. If you walk Further down you will come to China Town. Hotel is also about 5 mins walk to a Tanjong Pagar MRT station. I would not return",0.1156250003259629,0,2
"I have stayed at the Amara Singapore several times over the last few years pre COVID and have always been pleased with my stay. However, this time I was very disappointed. The rooms were in poor shape and clearly maintenance was not a priority as there were blown light bulbs and the like, Room servicing was of a poor standard. One day my towels were taken and not replaced. I had to find the service trolley and help myself as the phone was not connected so could not ring housekeeping. There was no cleaning of the room evident while I was staying in it except for the bathroom. No other surface seemed to be wiped or vacuumed. On arrival, the front desk staff were friendly and pleasant after I had struggled in the heavy front doors with my luggage and the kind assistance of another",-0.058333326441546283,0,2
"Good location with easy access to MRT and walking distance to a lot of places. That’s about all I can say that’s positive. Tired rooms long overdue some attention. Cracked tiles, scuffed wood, stains. Absolutely terrible TV. Hard bed with very noisy, minimally effective air conditioning leads to hot and uncomfortable nights and poor sleep. Not what you need when on a long trip. Beds are of course very subjective but this was like lying on bricks. I was able to get a mattress topper which did help a little but left with a sore back and neck every day. Breakfast is ok but you’d be better off going and exploring somewhere else if you aren’t in a hurry. Wouldn’t stay again unless I had no choice. Recommend looking for other options.",-0.0535714253783226,2,2
"Had an enjoyable weekend staycation at Amara! The pool was nice, rooms were clean and loved that it has a bathtub as well. Also the staff were super friendly and helpful, and that made our stay a really enjoyable one! Special thanks to Raymond from Amara 🤗",0.8749999850988388,1,1
"I spent five nights here with my elderly mum (we are Singaporean, but have lived away for decades) and chose the hotel primarily for its location and alleged comforts for an older lady doing some significant travel. First, the pros. - The staff are helpful and kind. - The location is unbeatable though Tanjong Pagar has changed over the years and can be quite hectic on week nights in particular (it seems to have become another CBD with a lot of office workers) so don't expect a serene and relaxing stay. - Great access to food and other amenities (laundrette, supermarkets, banking etc) if you are staying here a while. There is absolutely no need for a hotel breakfast (unless you fancy it) as there are plenty of options - quite literally across the street. Some fantastic",0.1666666688742461,2,2
We had the best stay in Amara Hotel Tanjong Pagar! Clean rooms and very good customer service! Please look for Raymond whenever you are here! He is always there is take care of you for the stay! Enjoy!,0.7749999910593033,1,1
Wendy Wong the staff at Amara Element Restaurant is a diligent worker who cleared our plates quickly. She is also very helpful in helping us with our coffee beverages and toasting of bread. A courteous staff as well ensuring that we our comfortable in our buffet experience.,0.5444444484180875,1,1
"Spacious rooms with a good breakfast. Hotel staff was also very helpful. Specially Raymond from the Front Office Desk. I had a couple of hours to hang around the lobby after checking out, he made sure I had a comfortable place to work from and, he was super helpful and friendly.",0.5999999940395355,1,1
This hotel was only adequate. Rooms were run down. The bathroom walls had many cracks from water damage. The bed was very hard. There was no one to help with bags. The location was good and we were surprised to find that the bar in the lobby is ranked top 50 in the world. I would not stay here again.,-0.0833333320915699,1,2
"Overall a very positive experience. The ballrooms are spacious, and the service is top-notch. Thank you Ira, Zul and Jeffery for the superb service! Food is great, though would prefer having more variety throughout our 4 day event. Keep up the good work guys!",0.7545454393733632,1,1
"PROs - 32sqm room w/ huge bathroom, double the size of similar priced newer 3to4 star hotels; even with an extra bed (standard single size and sturdy, no extra cost when for triple booking) you can walk confortably around the beds and the room; our room was cleaned everyday and towels replaced as per request; Very good breakfast buffet, definitely worth getting room+breakfast package; attached to 100 AM boutique mall with lots of japanese cafes & restos inc. a Michelin star ramen resto, + bakery, watsons, grocery and… a 2-level Don Donki branch; It is centrally located and just 2mins to an MRT station; Check out with Raymond was so much fun it’s one other reason we like to stay in the hotel again! :-) CONs - TV and room carpet needs update; the drapes or the carpet seemed",0.42750001307576896,1,1
"Where to start? We encountered many issues during our week long stay at the Amara Singapore. The location of the hotel was convenient - close to the subway station, supermarkets, several local food centres and lots of restaurants and pubs within walking distance. However, the hotel was a genuine let down. On arrival, there was no porter to helped us with our luggage so we had to struggle with the heavy glass door to bring our luggage into the lobby. We arrived at the hotel at 3 pm, and there was a long queue for checkin. It took more than 45 minutes to finally be checked in, despite the fact that we had expected a more express checkin experience as warranted for a Club room. We stayed in a Club room (1812) for a week. The room, while spacious, was dusty, it seemed to us",0.025000000106436864,0,2
"Stayed at the Amara whilst in Singapore for the Formula 1, love the area (Tanjong Pagar) and its location in relation to the GP Circuit. The hotel check in was easy and the reception area & staff were nice too, no issues there at all. We got to our room no.920 and it was basic at best, it had everything we needed but was a touch dated and had scratched paintwork, marked furniture, damaged plug sockets and generally looked as though it was desperate for a refurbishment. The bed was comfy and large enough to be fair, but not a single English Channel on the TV and the kettle needed to be changed as the first one didn't work, we were also opposite a ""Service"" room for the cleaners which wasn't the best view every time we opened our door and were generally greeted with bags of",0.0741935494926668,1,2
"Spacious, clean room with comfy bed. There’s also a shower which is a plus. But the room is a bit dark to my liking. Air condition is also a bit noisy. Plenty of food options below the hotel as it’s a mall (but mainly Japanese cuisine). Also nearby to a lot of great restaurants and drinking holes.",0.17142857238650322,1,2
"My friend and I stayed at Amara Singapore for a work conference + holiday. Massive shout out to Raymond who was so welcoming and went out of his way to make our stay more enjoyable, providing complimentary gifts and greeting us every morning with advice for the day. The rooms were tidy and very cool, and the rooms were made up daily for us. We’ll definitely remember our stay at Amara and hopefully come back on our next trip. Thank you Raymond and the rest of the team!",0.6599999954303105,1,1
"Good location, helpful and flexible staff. Especially gentleman Raymond was nice and helpful. Rooms are a bit worn down for the price. Many selections of good restaurants and bars and most stores you need close by,",0.44999999925494194,1,1
"My husband stayed in the hotel for more than a month and me and my daughter joined him for 10 days. The hotel staff Mr. Raymond was very helpful and warm. He helped me plan my trip to visit various places in Singapore with my daughter . The hotel room , food , bar - everything was of top quality and we had an amazing stay. Even for my husband - his 1 month stay was very comfortable all thanks to the staff of the hotel who were very friendly and professional at the same time. I want to highly recommend this hotel to everyone for the excellent location, cleanliness, food, comfort and warm staff. At end special thanks to Mr. Raymond for making our stay so welcoming.",0.5999999979138374,1,1
Been staying here on most of my visits to this island country. The hotel is Centrally located with all required amenities and a big lobby. Hotel staff is Very much cooperative and courteous towards guest. Also the hotel is connected to a mall thus giving excess to lot of eating options there.,0.36923077129400694,1,1
"Thanks to the team at Amara, had a great stay with convenience of access to many modes of transport nearby. Clean hotel with friendly and helpful team of staff. 100am nearby has everything you need for the family",0.8461538255214691,1,1
Good location but outdated hotel. Rooms are spacious and clean but show signs of the time and need a refresh. The food is ok and served as buffet. Quality is good but no surprises. Quality is minimum for the price required. Service is at the same level.,0.23846154831922972,2,1
I have stayed in Amara Singapore for some weeks and felt like being at home after few days. The breakfast selection is great. The wonderful staff (explicitly Raymon) made my trip to Singapore to a very good experience and helped me out with all of my inquiries - thank you for that!,0.7874999865889549,1,1
"5 out 5 particularly Raymond at concierge desk. The best concierge in 50 years of travel. No problem was too big or too small for Raymond. He was brilliant. Perfect area, easy to get taxi.I will come back to visit again for sure. And I like gym and pool here a lot.",0.7099999994039535,1,1
"Friendly staff, good and delicious snacks at the club lounge. Nice room with good shopping choices opposite. Thank you Raymond from the counter for his friendly service. Will come back again for another staycay",0.7000000046359168,1,1
"Its A nice hotel located in the heart of Singapore, with Clark Quay at walking distance and so may restaurants and shops just around it. The rooms are nice and the hotel overall is good. The cherry on the cake is Mr. Raymond who just made out stay extra ordinary. He is one of the best person we have ever met in a hotel. He just makes sure to go the extra mile to make your stay comfortable. Highly recommend this property. Would love to be back again.",0.43888889128963154,1,1
Amazing hospitality and service. Clean and huge rooms. Location is great with direct access to 100AM mall. They are currently testing out a robot to assist with room service which makes the entire experience interesting as well. Recommend!,0.6399999916553497,1,1
Bfast spread is gokd. Room is a bit dated but the front desk service was exceptional. Special shout out to both William fong and Raymond for taking the time to interact with us. Their enthusiasm and sincerity to welcome guest to Amara is commendable.,0.6090909107164904,1,1
Great place with great staffs! Thank you Raymond and team for being so welcoming and decorating the room for our event so amazingly! The hotel is also well maintained and right beside 100AM M. Great location!,0.8666666547457377,1,1
"We totally enjoy this hotel!! It's spacious, clean, and always friendly staff. We dont mind at all to get back here again for next vacation! The staff is always smiling. I wud call this smiling hotel.",0.5199999928474426,1,1
"Fantastic hotel and staff. I stayed for five days. Raymond greeted me at the reception and treats every guest as if we were special , what a great experience . I would strongly recommend this hotel a++",0.7571428503308978,1,1
"Had our team lunch today at Element.. Well attended by the sweet & friendly crew, Wendy Wong. She was very helpful in reservation (as we have a big team), and also providing great attentive services during our lunch.. Also, not to forget the food of cuz.. Thanks a lot for the great experience.. Will definitely visit again for next event.",0.5909090895544399,1,1
"Went to the cheapest and more classy hotel ,Amara Hotel. Upon reaching the hotel premise at 12 pm I went to 100 AM starbuck for a cup of coffee ，then walk around the mall till 1.15pm. I went to hotel premise ,Tea Room and Cafe Oriental empty ( i was hoping to have afternoon tea, but too bad) Then i went to Amara lobby. Not very crowded. My turn come fast- pay $240 via credit card, reception decide not to take room deposit Went to swimming pool and gym at level 6 Swimming pool no pool attendent around Pool bar empty. Went to gym for workout Not fully equipped . Some important gym machines not included Till 6pm, i went to Element at Tras for dinner , had pork chop ,Gin Tonic cocktail and fruit platter - total $60 plus Went to check out Tea Room which is restricted for",-0.10666666900118192,2,2
Hotel is good Good food and good service Food very nice The buffet so good and all the staff good service here in amara so kind and helpful specially Ms. Sarah and Wendy The chef Alvin is recommended as special buffet food very nice also Kartik nice.,0.7750000059604645,1,1
It was a comfortable stay at Amara hotel. My sis and I booked a clubroom with club services. We had fun helping ourselves to the cocktail and pastries. Raymond was very kind and helpful at the Tea room. He initiated to speak to us and made us feel comfortable :) Thank you Raymond! 👍🏻,0.5000000014901161,1,1
"I was extremely pleased with the services we have received for a full day business meeting on Tuesday, 16 August. It was my first time organising an important business meeting and have several discussion groups during the session. Every staff I met was very polite and professional in their service. Special mention to Ira and Jeffery Goh from the Corporate and Banquet Operations and Zul from AV, were very attentive and accommodating when we had last minute request for additional chairs and a table. The meeting room and restrooms were clean and everything were in working condition. The refreshments and lunch were good. Staff at Elements were very friendly and the Restaurant Manager and serving staff were attentive. Appreciated the services from all the staff, who made efforts",0.6200000067551931,1,1
"I would like to thank Mr Jeffrey Goh, Mr Zul, Ms Ira and the rest of the staff for their hospitality and assistance during our 2 day event. A big acknowledgement to Jeffrey for going the extra mile in ensuring everything was planned meticulously! Thank you, team!",0.5000000024835268,1,1
"This is our first staycation with Amara. We booked 2 rooms and stayed 2 nights at Amara. We were upgraded from Executive to Club Room when we checked-in,  and the hotel allowed us to have a late check out for one of our room. The rooms were clean and spacious, with a good size desk for work, if you needed. The bathroom were furbished with all the toiletries one would need and had a bath tub and separate rain shower area. We would like to commend Raymond from front office. Right from the start, Raymond was most helpful in our checking in process and ensured we were able to settle in for our stay, even though we arrived an hour earlier than the usual check in time. He is truly a professional who knows his craft, he goes all out to provide a wonderful experience for all his",0.40000000447034834,1,1
"It was our first family trip post pandemic and looked forward to staying at Amara Tanjong Pagar as this is our favorite hotel in SG. We have been staying there for years and we wanted to make sure we got a room on this trip. The suites are well sized for families especially when you have kids (under 4) who need space to move about. The staff were friendly, very helpful and always offering treats to our kids. Raymond is a great hit among the kids for the balloons and lollies he shares whenever we bump into him. Overall, we loved our stay and will definitely be back and keep this hotel as our permanent residence in Sg whenever we visit😍",0.4363636448979378,1,1
"Our family's first hotel stay at amara and experience has been great! Location was good and hotel staff are amazing, especially Raymond. Very customer centric and very friendly towards kids! Never fail to put a smile on their faces 👍",0.8166666626930237,1,1
"My family and I spent six weeks in their two-bed serviced apartment and had a great time! The location made it very convenient, walking distance to my work and plenty of eateries and shopping. I specifically appreciate the service of Raymond, who goes above and beyond with an intent to delight the customers! No wonder I see many great reviews calling him out specifically! During my stay, I rolled my ankle and Raymond saw me limping. The next day he brought me a local medicinal balm that helped me recover quickly. I am heading there, this time just myself for business and have decided to stay at Amara again despite having other options.",0.48500000685453415,1,1
"We had a week's holiday at the Amara Hotel in Singapore, whilst the rooms are a bit dated, the staff were very friendly and professional, in particular Raymond the concierge. His friendly disposition, his sense of humour and his knowlege of all things about Singapore were outstanding. We have travelled extensively and he is without doubt the best in his field. To the management team at Amara Hotel you have an outstanding employee, please convey our gratitude and warm regards to Raymond on the front desk.",0.49047619849443436,1,1
"I was surprised that the team came very early to help prepare my company event, Jeffrey and Zul have provided very good help by standing by for my event from 7am to 6pm. Whenever i need help, they are just right outside or a text away, very responsive. Very dedicated and good services. Jeffrey likes to serve my guests personally, my guests had a great laugh talking to him, such a happy person. Zul knows his technical skill well, when we decided to add extra equipment ourself, he will advise us how to keep the wire safe so guests doesnt trip and fall, he will help to tap the equipment properly.",0.47058824493604545,1,1
"Stayed here many times over the years but alas it’s on a downward trend . Location at least hasn’t changed, very convenient, service is ok but the place is pretty tired. My biggest gripe was the fixed temperature room aircon, set at 19 degrees C. Changing the thermostat didn’t help, neither did asking the front desk , who didn’t get back to me. I learnt from other colleagues staying there that their rooms had the same issue. So it was a case of turn it off or load up on blankets. Rooms themselves are clean but pretty dated and worn in places. Only had breakfast during 4 night stay, but fortunately that was something that has stayed good.",-0.07058823327807819,2,2
"Stayed here for one night - loved how spacious the room is (compared to most rooms in Singapore). Our room came with access to free flow of drinks and snacks at the tea room so that was really nice. Raymond, the front desk man has been so lovely! Always friendly and accommodating. Would definitely come back here again!",0.5600000083446502,1,1
"Thanks to Raymond and Feng Ting, I had an incredible stay. Initially, there are several problems with the room that was given to me. But The service recovery by them turned the problems to a remarkable experience, looking forward to be served by them again. Kudos to them ! 😍",0.36666665474573773,1,1
"Excellent location walking distance to great cafes, bars and restaurants, China town and CBD. Rooms are a little dated but bed and bathrooms are decent. Great gym and nice pool, although wish they would replenish the pool towels more often. Staff were always friendly and on-hand to help. Special thanks to Raymond at the front desk who gave full attention and advice on all matters.",0.6863636398179964,1,1
"The “pluses” - great location, the on-site cocktail bar is an 11/10 and Bar-Roque are fantastic, and the team - Oonagh, Reiko, and Raymond - are genuinely lovely and kind, and cannot do enough for you. The “minuses” - the rooms are very dated and are in need up upgrading. I understand there are recently refurbished rooms on Levels 6 and 7 that are very nice, modern, and clean. Recommend confirming with the hotel if you’re booking an older or a refurbished room to avoid disappointment.",0.4562500063329935,2,1
"This is a three star hotel at best. Very old and worn out. Club rooms are a reflection of the lack of investment. Checked into first room, noisy air conditioning, moved another room, less noisy. Unpainted walls where light and control fittings have been swapped out. All tell tale signs. No ambiance and the “club” facilities have been moved to a ground floor reception area. Very little excitement and just felt like someone has laid a picnic buffet out but indoors. Restaurants however have an attraction and for a Saturday night, expected level of customers. I didn’t try the restaurants but they appear highly rated across a number of review sites. The front desk staff are very friendly and doing their best. Very honourably offered a full refund in order for me to check out same",0.015624998370185494,0,2
Jeffrey really went the extra mile for us during our three day conference at the Amara Singapore Hotel business centre. He took all the stress out and catered for all our demands quickly and effectively,0.4714285816465105,1,1
"We stayed for 4 nights with our 3 kids arranging 2 rooms next door to each other with connecting doors. The hotel was excellent, gym & pool were great & the staff very helpful & friendly. Oonah & Raymond in particular could not have done more to make our stay any better. We’ll stay again next time we’re in SG",0.3749999925494194,1,1
"... Unless you have no other option left. The room is tired and begging for a renovation. It feels like I walked into the 80s. It shows when you look at the TV and the (not even switched on) minibar. The safety box it's not even bolted down. The hotel is clearly understaffed and under serviced. Good luck having anyone pick up the phone after 9pm. I tried front desk and room service, for no avail. The reception is under so much pressure that staff is working mechanically. The breakfast staff is consistently cold and uninterested, excluding one young lady trying to greet people. Do not bother paying extra for ""club"" service. I tried to get some sort of service at the improvised spot next to the Reception and I never got staff attention because there was no staff available. I say",-0.35769231101641286,2,0
"It's a classic hotel with much bigger room compared with those new hotels. Price is reasonable. Staffs are friendly and eager to help staffs ....Raymond helped me to book Covid test and told me good local foods. More important, they can speak my language too. I travelled couple times to Singapore and stayed there. it's a nice hotel and helpful staffs. Btw the cocktail bar is pretty cool at their lobby floor. A glass of Mojito and God Father made you feel good..",0.6210526282850065,1,1
"Great visit, Mr Raymond kept a check on the service & great turn around time. The hotel is centered in a location which is convient to reach and travel within the city, The food and bfast options are nice",0.55,1,1
"The hotel staff was extremely courteous during our stay. Staff Raymond and team were highly flexible around our tenure as I had to reschedule my stays multiple times, and didn’t levy any additional charges. I highly encourage tourists to stay in Amarah as it’s quite a central place in Singapore. There are numerous eateries nearby.",0.6153846136652507,1,1
"Lovely experience, we’re warmly greeted by Raymond and Una. Such awesome hospitality, engaged us in casual conversations filled with food recommendations and getting around! We got upgraded to the highest floor and couldn’t be more grateful to be here. We’ll definitely return, all thanks to Raymond and Una, you have been nothing short of fantastic! Great job guys!",0.7899999916553497,1,1
Well greeted by a warm smile by Raymond upon entering Amara hotel. Enjoyable stay in general. International breakfast buffet was really sumptuous with a wide variety of choices. The hotel staff were very polite.,0.700000007947286,1,1
"The breakfast is half hearted. The club lounge is closed n we are given limited choice of food during high tea. No selection. Having said that the staff, Raymond, Kartik and Ahmad is very hospitable. Especially Raymond. Look for him when you check in. The house keeping Mdm Lin Dai also very efficient in keeping our room tidy. Well done for your team of staff but the hotel definitely need a facelift.",0.20625000214204192,1,1
"A fantastic memorable visiting Armara Hotel (Element Bar & Restaurant). The welcoming spirit of Element Team crew members (Mr Kartikean, Ms Wendy, Mr Manjeet, Ms Mei Ling & Ms Fenny) was so cheerful, willingness & warm. The sincerest service was touching my heart. I really enjoying my meal & drinks for the night. Thank you to the Team services, will recommend this restaurant run by the cheerful team.",0.7777777761220932,1,1
"I recently flew back into Singapore after a 2 year absence from the Pandemic. Walking back into the Amara was familiar, comfortable and reminded me of why this hotel continues in its excellence in service tradition. As I walked back to my hotel room after breakfast, I was greeted by the indelible and effervescent Raymond, who still recognized me after the 2 year absence. His attention to detail and personal service is still exceptional and his local knowledge is bar none. Coupled with the excellent location in Tanjong Pagar, the Amara provides a secure and comfortable home for business travellers. A great place to stay!",0.4714285759698777,1,1
"I would like to highlight 3 names here as front desk Feng Ting is very helpful and knowledgeable as im trying to check in about 1.40pm and my car was park infront of lobby. Being so professional she assist me settle my 3yrs old daughter and helper first. Then only ill manage to park my cark at basement carpark. Feng Ting got recognise by me as she cater for my simple need to settle family first. Ahmad & Karthik were at morning breakfast to attend my family as i went down early to check out the food first. Even though at 7.40am Ahmad was alone to settle the tables, chairs, food name tags & etc, i ask alot of questions about the food cos my wife and daughter will be coming down later. Important is it halal or not, Ahmad with confident answer me which i inform my wife most of it",0.10357142984867096,1,2
"The hotel is in a good location with lots of food options around. The rooms are a bit dark and dated with some things missing - like PowerPoints next to the beds. However, someone came in to my room at 8am in the morning, without knocking or anything. When I raised it with the hotel they explained there was a mix up but gave no apology. I’m not ok with hotel staff coming in to my room while I am getting changed and not even an apology for it either.",-1.4901161193847657e-09,0,2
"I visited for sightseen with my family in Singapore and stayed in Amara hotel, Staff(especially Raymond) has been very gentle/polite response and being very welcome to the hotel guests, had an excellent experience in Amara Hotel.",0.42000000476837157,1,1
"Service was probably the most outstanding aspect of our stay. Thanks to the guest relations manager Raymond, we had a lovely stay at Amara. They knew we came with young kids and took the effort to make sure the room could comfortably accommodate the four of us. The room has a nice modern touch, bed was comfortable and breakfast buffet was simple but has all that we needed.",0.5571428505437714,1,1
"Great hotel in superb location, close to mrt, and local eateries, Club room package great, free drinks btw 6pm and 8pm, breakfast super, bar staff great of arvo, pool area beautiful, Great concierge, Raymond Wish we could have stayed longer",0.6916666676600774,1,1
"I have stayed at Amara Singapore for a month & The location of hotel is something which any person will love because its the central area. The rooms of hotel are clean, spacious and has a good view (like port of Singapore, skyscrapers). The hotel staff is polite and friendly especially Raymond, he is the go-to guy for anything you need from good travel advices to your special requests for food.",0.6555555653240945,1,1
Wonderful Hotel stay! The Staff were very professional and dedicated! Their service was tip top and definitely 100% professional! Thank you to these wonderful Staff - Ms Ling Mei Ling - Mr Kartikean - Ms Wendy Wong - Mr Manjeet - Mr Raymond ( front counter) Pls help convey our thanks to them for their wonderful service and friendly gestures!,0.6666666815678278,1,1
Great staycation for family. Great service and friendly staff. Mr Raymond (front desk) was very helpful in helping us check in comfortably Element cafe Ms Wendy Wong was equally impressive with her good recommendations in our food selections. Kudos to them,0.7636363628235731,1,1
Was having a family staycation and was very welcomed by staff services to our stay Kudos and thank you to staff esp Ms Wendy Wong from Element on Tras street for very kind and helpful Good service and attitude towards all customers! Thank you for the wonderful service,0.6818181818181818,1,1
Me and my partner came for honeymoon at Amara hotel. Had an awesome time. Great ambience and friendly bartender! Shout out to Wendy and Karthik for one of the best Singapore Sling you can find in SG!!,0.6181818043643778,1,1
"We checked in on a Sunday afternoon for a 1 night staycation. Counter staff were pleasant and accommodating. The premium executive room was large and spacious, with a firm (I assume latex) king (or bigger) mattress. Good for bad backs. The shower room came with a walk in wardrobe concept. The shower/toilet is built as a wet/dry concept. The toilet had a heated toto Washlet. We booked through the amara website and was given the complimentary breakfast at their hotel restaurant Element. There was a decent spread of Breakfast items.",0.34000000171363354,1,1
"Amara Singapore is an incredible property located next to many food and shopping options. The property boasts Michelin-starred restaurants and world-renowned bars. The Jigger and Pony is not to be missed! The check-in process was smooth and the staff was very friendly. The guestrooms were a bit old and dark. There are some cracks in the walls and the rooms are dark. Overall, I would likely go to another property as it is mid-range and then enjoy the amenities it has to offer!",0.4166666616996129,2,1
Excellent customer service especially Raymond. If you need something from this hotel. Look for Raymond. Clean rooms good food excellent value for money Hotel. Location is close to eating places and mall.,0.5500000007450581,1,1
"Recently, we hosted a 3-event full-day training program at The Amara. The facilities were as expected - top-notch. What we are most impressed with was the service provided by the staff. Be it making sure the beverage counter is well stocked when we ran out of milk, someone is always on hand to help replenish them, the serving of catered lunches throughout, and the clearing of cutleries was done efficiently and discreetly without in any way interrupting our lessons. The same goes for replenishing snacks and beverages and the clearing of used glasses and cups and empty beer bottles, our guests were never short of refreshments. Many thanks to Jeffrey for tending the bar and keeping the spirits flowing. All in all, a most pleasant experience for both our trainers, students, and",0.42352941369309144,1,1
"Decided to stay with my wife for a month at Amara, wonderful experience since the day we checked in. The place is wonderful with excellent facilities. It is also well situated with popular food places nearby. I would like to thank the amazing staff for their amazing hospitality. Special mention to Raymond, he was very helpful to our needs with his prompt and excellent service. Thank you Amara !!!",0.6833333323399226,1,1
"This is our first time to organise such a huge meeting after 2 years. I would like to Thank Ira, Jeffrey, Isa (friendly AV guy) and Uzair for the recommendations and support that have helped us setup the ballroom for this meeting and our requests that they have possible. Thank you Ira, Jeffrey, and Team (i may have missed some names…not forgetting the nice lady who have helped Ira to arrange the bouquet) for going the extra mile to help us with the special surprise. Looking forward to meet you next round. *Hearts*",0.4526315852999687,1,1
"Our company flew from Australia to hold a three day event in Singapore. Amara Hotel impressed us with such a polished entrance and attended staff to start our trip. Our event went so well, smooth and well catered. Attention to the details to what we need and there was never a NO to our request. Big thank you to the Senior Sales Manager, Ira Ng for her coordination to make our event a success. Special acknowledgement to Jeffrey Goh for his exceptional hospitality and services. And the wonderful Audio Visual Manager for his assistant. The communication between the venue team to ours were epic. I truly believe Amara Hotel management team has done a great work and will continue to award their staff and support their staff for their continue development to deliver this",0.4741935535304008,1,1
Great support and service by Raymond. He was accommodating and helped in all aspects. Certainly I would recommend him and the hotel Location is perfect and room size are great. Breakfast buffet is amazing and value for money,0.799999992052714,1,1
"It is such a pleasure writing this review for Amara staff . Excellent service, pampering, care, going out of the way to help you. I wish could give @Jeffery Goh a 7star review. He is a happy person who makes you Smile with his service and gestures. Loved my work busy to Amara for 3 days.",0.6692307728987473,1,1
"Decided on a family staycation last minute and gave Amara a shot due to its good location to nearby amenities. Words alone cannot describe our experience. During our stay, Raymond went the extra mile to make it a pleasant one, thank you 🙏",0.5545454614541747,1,1
It was a nostalgic return to the Amara function rooms for us after almost 2 and a half years. We held our first physical conference after two years and the fantastic service provided by Jeffrey Goh / Ira and Uzair made our visit well worth it. Service like this is definitely going to make Amara Hotel our first choice for future meetings and i certainly hope we the privilege of enjoying their service again in future.,0.5400000045696894,1,1
I’m here since one week. the service is amazing. Attention on any details and any of my requests was fulfilled 100%. A particular thanks to mr Raymond the patiently assist me daily with a kind of professionalism that rarely I see before. highly recommended .,0.6333333353201548,1,1
"Element staff and food is very good. Especially Wendy, manjeet, kartiken are amazing. Place is very hospitable and in centre of the town. It opens early in the morning and closes late and that gives you flexibility to dine in.",0.75,1,1
"With very decent rates, the Amara is an enticing deal for a short getaway. The pool as usual is a cool spot to chill, and quiet enough for a refreshing dip. Included in the room rate was breakfast, and on Sunday they had a delicious nasi lemak where you could help yourself to warm spicy otak and fried chicken wings. Our compliments to the kitchen staff for this. A special mention for the friendly concierge Raymond, who is always to delight to talk to, and very helpful in recommending nearby (new) places to eat.",0.6352941209779066,1,1
"Hotel condition were different compared to 2020 and 2021, but concierge (Raymond)’s service was amazing! We had a smaller room this time but view was good. Room service was slower and didn’t give us towels for both days.",0.13750000298023224,1,2
Conducted a training workshop in Amara hotel and have to commend the staff for their excellent service and support. Special call out to Jeffrey Goh and Mohd. Uzair from banquet and Isa Ali for technical support. The room was set up perfectly and all ready ahead of time and the staff were prompt and quick to respond to requests. And the refreshments and especially lunch were excellent.,0.5111111191411813,1,1
